,File_Name,ID,Class,sample_rate,num_channel,bit_depth
322,5237.wav,5237,street_music,44100,2,PCM_16
323,1051.wav,1051,children_playing,44100,2,PCM_16
324,8713.wav,8713,dog_bark,32000,1,PCM_16
325,7346.wav,7346,drilling,44100,2,PCM_16
326,8075.wav,8075,engine_idling,44100,2,PCM_16
327,1737.wav,1737,children_playing,44100,2,PCM_24
328,3120.wav,3120,dog_bark,22050,1,PCM_16
329,5545.wav,5545,children_playing,44100,2,PCM_16
330,4883.wav,4883,car_horn,44100,2,PCM_16
331,7352.wav,7352,jackhammer,44100,2,PCM_16
332,8061.wav,8061,air_conditioner,44100,2,PCM_24
333,1045.wav,1045,engine_idling,44100,2,PCM_16
334,8707.wav,8707,gun_shot,44100,2,PCM_16
335,3652.wav,3652,gun_shot,44100,2,PCM_16
336,5223.wav,5223,jackhammer,48000,2,PCM_24
337,2564.wav,2564,engine_idling,44100,2,PCM_16
338,8049.wav,8049,car_horn,48000,2,PCM_16
339,6070.wav,6070,gun_shot,44100,2,PCM_16
340,2216.wav,2216,siren,44100,2,PCM_16
341,3108.wav,3108,children_playing,44100,2,PCM_16
342,4667.wav,4667,jackhammer,44100,2,PCM_16
343,4101.wav,4101,gun_shot,44100,2,PCM_16
344,2570.wav,2570,siren,48000,2,PCM_24
345,6716.wav,6716,jackhammer,44100,2,PCM_16
346,1079.wav,1079,engine_idling,96000,2,PCM_24
347,7408.wav,7408,children_playing,48000,2,PCM_24
348,6066.wav,6066,air_conditioner,48000,2,PCM_16
349,1709.wav,1709,dog_bark,44100,2,PCM_16
350,7378.wav,7378,drilling,44100,2,PCM_16
351,2200.wav,2200,air_conditioner,44100,2,PCM_16
352,5209.wav,5209,street_music,44100,2,PCM_16
353,3678.wav,3678,air_conditioner,44100,2,PCM_24
354,4117.wav,4117,air_conditioner,44100,2,PCM_16
355,6714.wav,6714,engine_idling,44100,2,PCM_16
356,2572.wav,2572,air_conditioner,48000,2,PCM_16
357,4103.wav,4103,siren,48000,2,PCM_16
358,4665.wav,4665,car_horn,16000,1,PCM_16
359,6072.wav,6072,jackhammer,44100,2,FLOAT
360,4895.wav,4895,dog_bark,48000,1,PCM_24
361,5553.wav,5553,gun_shot,96000,2,PCM_16
362,7344.wav,7344,street_music,44100,2,PCM_24
363,8077.wav,8077,engine_idling,44100,2,PCM_16
364,8711.wav,8711,dog_bark,44100,2,PCM_16
365,3644.wav,3644,street_music,24000,2,PCM_16
366,3888.wav,3888,gun_shot,48000,2,PCM_24
367,5221.wav,5221,drilling,44100,2,PCM_16
368,7436.wav,7436,street_music,44100,2,PCM_16
369,8705.wav,8705,jackhammer,48000,2,PCM_24
370,1047.wav,1047,car_horn,44100,2,PCM_16
371,6728.wav,6728,street_music,44100,2,PCM_24
372,4659.wav,4659,engine_idling,44100,2,PCM_16
373,3136.wav,3136,street_music,24000,2,PCM_16
374,2228.wav,2228,children_playing,48000,2,PCM_24
375,4881.wav,4881,jackhammer,48000,2,PCM_16
376,5547.wav,5547,siren,44100,2,PCM_16
377,8088.wav,8088,gun_shot,44100,2,PCM_16
378,538.wav,538,street_music,48000,2,PCM_24
379,3863.wav,3863,jackhammer,44100,2,PCM_16
380,3877.wav,3877,jackhammer,44100,2,FLOAT
381,7387.wav,7387,air_conditioner,44100,2,PCM_16
382,6099.wav,6099,jackhammer,48000,2,PCM_24
383,3687.wav,3687,jackhammer,96000,2,PCM_24
384,1090.wav,1090,jackhammer,48000,2,PCM_16
385,6933.wav,6933,jackhammer,44100,2,FLOAT
386,4842.wav,4842,jackhammer,96000,2,PCM_24
387,276.wav,276,dog_bark,44100,2,PCM_16
388,6502.wav,6502,air_conditioner,44100,2,PCM_16
389,921.wav,921,street_music,44100,2,PCM_16
390,2764.wav,2764,gun_shot,48000,2,PCM_24
391,2002.wav,2002,siren,44100,2,PCM_16
392,4473.wav,4473,siren,44100,2,PCM_16
393,8249.wav,8249,street_music,44100,2,PCM_16
394,6270.wav,6270,siren,48000,2,PCM_24
395,2016.wav,2016,drilling,44100,2,PCM_16
396,3308.wav,3308,jackhammer,96000,2,PCM_16
397,4467.wav,4467,drilling,96000,2,PCM_24
398,4301.wav,4301,air_conditioner,44100,2,PCM_16
399,2770.wav,2770,engine_idling,48000,2,PCM_24
400,6516.wav,6516,siren,44100,2,PCM_16
401,1279.wav,1279,air_conditioner,48000,2,PCM_24
402,2980.wav,2980,engine_idling,48000,2,PCM_24
403,3446.wav,3446,air_conditioner,48000,2,PCM_24
404,5037.wav,5037,dog_bark,44100,2,PCM_16
405,1251.wav,1251,siren,48000,2,PCM_16
406,8513.wav,8513,dog_bark,44100,2,PCM_24
407,7620.wav,7620,children_playing,44100,2,PCM_16
408,1537.wav,1537,dog_bark,44100,2,PCM_24
409,6258.wav,6258,dog_bark,96000,1,PCM_24
410,5751.wav,5751,engine_idling,48000,2,PCM_24
411,5989.wav,5989,dog_bark,44100,2,PCM_16
412,3320.wav,3320,dog_bark,44100,2,PCM_16
413,5745.wav,5745,dog_bark,44100,2,PCM_16
414,3334.wav,3334,engine_idling,48000,2,PCM_16
415,8261.wav,8261,engine_idling,44100,2,PCM_16
416,1523.wav,1523,street_music,44100,2,PCM_16
417,1245.wav,1245,air_conditioner,48000,2,PCM_16
418,8507.wav,8507,children_playing,44100,2,PCM_16
419,7634.wav,7634,children_playing,44100,2,PCM_16
420,2994.wav,2994,engine_idling,96000,2,PCM_24
421,3452.wav,3452,siren,44100,2,PCM_16
422,5023.wav,5023,drilling,44100,1,PCM_24
423,7807.wav,7807,dog_bark,44100,2,PCM_16
424,5976.wav,5976,jackhammer,44100,2,PCM_16
425,5962.wav,5962,dog_bark,96000,2,PCM_24
426,7813.wav,7813,children_playing,44100,2,PCM_24
427,1292.wav,1292,air_conditioner,44100,2,PCM_16
428,2943.wav,2943,jackhammer,44100,2,PCM_16
429,7185.wav,7185,children_playing,44100,2,PCM_16
430,7191.wav,7191,children_playing,48000,2,PCM_24
431,4498.wav,4498,air_conditioner,44100,2,PCM_16
432,5786.wav,5786,children_playing,44100,2,PCM_16
433,2957.wav,2957,air_conditioner,44100,2,PCM_16
434,3491.wav,3491,engine_idling,44100,2,PCM_16
435,712.wav,712,children_playing,44100,2,PCM_16
436,1286.wav,1286,jackhammer,48000,2,PCM_16
437,7768.wav,7768,street_music,44100,2,PCM_24
438,855.wav,855,air_conditioner,44100,2,PCM_16
439,1319.wav,1319,dog_bark,44100,2,PCM_16
440,15.wav,15,dog_bark,44100,2,PCM_16
441,2610.wav,2610,children_playing,44100,2,PCM_16
442,3268.wav,3268,street_music,44100,2,PCM_16
443,5619.wav,5619,air_conditioner,44100,2,PCM_16
444,6310.wav,6310,dog_bark,96000,1,PCM_24
445,6304.wav,6304,dog_bark,96000,2,PCM_24
446,4513.wav,4513,gun_shot,44100,1,PCM_16
447,2162.wav,2162,jackhammer,48000,2,PCM_24
448,2604.wav,2604,jackhammer,44100,2,PCM_24
449,841.wav,841,dog_bark,11025,1,PCM_16
450,699.wav,699,street_music,48000,2,PCM_24
451,6462.wav,6462,street_music,44100,2,PCM_16
452,869.wav,869,engine_idling,48000,2,PCM_24
453,8467.wav,8467,siren,44100,2,PCM_16
454,7754.wav,7754,jackhammer,44100,2,PCM_16
455,7032.wav,7032,gun_shot,48000,2,PCM_24
456,3254.wav,3254,jackhammer,44100,2,PCM_16
457,5625.wav,5625,engine_idling,44100,2,PCM_16
458,3240.wav,3240,engine_idling,44100,2,PCM_16
459,5631.wav,5631,engine_idling,44100,2,PCM_16
460,6338.wav,6338,jackhammer,48000,2,PCM_24
461,8315.wav,8315,children_playing,44100,2,PCM_16
462,7026.wav,7026,air_conditioner,48000,2,PCM_16
463,8473.wav,8473,car_horn,44100,2,PCM_16
464,7740.wav,7740,street_music,48000,1,PCM_16
465,7998.wav,7998,dog_bark,48000,2,PCM_16
466,5157.wav,5157,children_playing,44100,2,PCM_16
467,3526.wav,3526,jackhammer,48000,2,PCM_16
468,4249.wav,4249,engine_idling,44100,1,PCM_24
469,8498.wav,8498,jackhammer,48000,2,PCM_16
470,896.wav,896,engine_idling,48000,2,PCM_24
471,128.wav,128,jackhammer,44100,2,PCM_16
472,5802.wav,5802,siren,44100,2,PCM_16
473,5816.wav,5816,air_conditioner,48000,2,PCM_24
474,882.wav,882,car_horn,44100,2,PCM_16
475,2837.wav,2837,gun_shot,44100,2,PCM_16
476,5180.wav,5180,jackhammer,48000,2,PCM_24
477,3297.wav,3297,siren,48000,2,PCM_16
478,1480.wav,1480,children_playing,48000,2,PCM_24
479,114.wav,114,air_conditioner,44100,2,PCM_24
480,100.wav,100,air_conditioner,44100,2,PCM_16
481,3283.wav,3283,engine_idling,44100,2,PCM_16
482,666.wav,666,engine_idling,44100,2,PCM_16
483,7783.wav,7783,engine_idling,48000,2,PCM_16
484,4705.wav,4705,jackhammer,44100,2,PCM_16
485,2412.wav,2412,children_playing,96000,2,PCM_24
486,6674.wav,6674,car_horn,48000,2,PCM_24
487,8659.wav,8659,air_conditioner,44100,2,PCM_16
488,6660.wav,6660,jackhammer,44100,2,PCM_16
489,4077.wav,4077,jackhammer,96000,2,PCM_24
490,3718.wav,3718,drilling,44100,2,PCM_16
491,5369.wav,5369,street_music,44100,2,PCM_24
492,2360.wav,2360,children_playing,44100,2,PCM_16
493,7218.wav,7218,drilling,96000,1,PCM_24
494,1669.wav,1669,drilling,96000,2,PCM_24
495,5427.wav,5427,siren,44100,2,PCM_16
496,3056.wav,3056,gun_shot,44100,2,PCM_16
497,4739.wav,4739,jackhammer,44100,2,PCM_16
498,8103.wav,8103,jackhammer,44100,2,PCM_16
499,1899.wav,1899,siren,44100,2,PCM_16
500,6648.wav,6648,jackhammer,44100,2,PCM_16
501,7556.wav,7556,jackhammer,44100,2,PCM_16
502,8665.wav,8665,siren,44100,2,PCM_16
503,3724.wav,3724,jackhammer,96000,2,PCM_24
504,1133.wav,1133,street_music,96000,2,PCM_16
505,7542.wav,7542,drilling,44100,2,PCM_16
506,7224.wav,7224,drilling,44100,2,PCM_16
507,5433.wav,5433,drilling,22050,2,PCM_16
508,3042.wav,3042,car_horn,44100,2,PCM_16
509,1866.wav,1866,dog_bark,44100,1,PCM_16
510,3903.wav,3903,air_conditioner,48000,2,PCM_16
511,1872.wav,1872,street_music,44100,2,PCM_16
512,316.wav,316,jackhammer,44100,2,PCM_16
513,3095.wav,3095,children_playing,48000,2,PCM_16
514,5382.wav,5382,drilling,44100,2,PCM_16
